Class,Dataset Name,Order,Variable Name,Label,Type,Codelist,Value list,Format,Role,Notes,Core
Findings,PM,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,PM,4,PMSEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,PM,5,PMGRPID,Group Identifier,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject. This is not the treatment group number.,Perm
Findings,PM,6,PMSPID,Mass Identifier,Char,,,,Identifier,"Mass identifier such as MASS 1 or MASS A. Used when the mass was discovered during the in-life phase or during pathology and was assigned a mass identifier. The mass identification should be unique within the subject, regardless of mass location.",Exp
Findings,PM,7,PMTESTCD,Test Short Name,Char,PHSPRPCD,,,Topic,"Short name of the measurement, test, or examination described in PMTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in PMTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). PMTESTCD cannot contain characters other than letters, numbers, or underscores.",Req
Findings,PM,8,PMTEST,Test Name,Char,PHSPRP,,,Synonym Qualifier,Long name for PMTESTCD. The value in PMTEST cannot be longer than 40 characters.,Req
Findings,PM,9,PMORRES,Result or Findings as Collected,Char,,,,Variable Qualifier,"Text description of findings as originally received or collected. If the examination was not performed, then the value should be null, and NOT DONE should appear in PMSTAT.",Exp
Findings,PM,10,PMORRESU,Unit of the Original Result,Char,UNIT,,,Variable Qualifier,"Units for PMORRES, if available (e.g., for length, width, or depth findings). The unit of the original result should be mapped to a synonymous unit on the Controlled Terminology list.",Exp
Findings,PM,11,PMSTRESC,Standardized Result in Character Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied, or derived from PMORRES in a standard format or standard units. PMSTRESC should store all results or findings (without location of finding) in character format; if results are numeric, they should also be submitted in numeric format in PMSTRESN.",Exp
Findings,PM,12,PMSTRESN,Standardized Result in Numeric Format,Num,,,,Result Qualifier,Used for numeric results or findings in standard format; contains the numeric form of PMSTRESC. PMSTRESN should store all numeric test results or findings.,Exp
Findings,PM,13,PMSTRESU,Unit of the Standardized Result,Char,UNIT,,,Variable Qualifier,Standardized unit used for PMSTRESC and PMSTRESN.,Exp
Findings,PM,14,PMSTAT,Completion Status,Char,ND,,,Record Qualifier,Used to indicate when a test is not done or result is missing. Should be null if a result exists in PMORRES.,Perm
Findings,PM,15,PMREASND,Reason Not Done,Char,,,,Record Qualifier,"Describes why PMSTAT is NOT DONE, such as MEASUREMENT IMPOSSIBLE DUE TO EXCESSIVE ULCERATION OF MASS.",Perm
Findings,PM,16,PMLOC,Location of a Finding,Char,,,,Record Qualifier,Specifies the location of the palpable mass finding. Example: LEFT SHOULDER.,Exp
Findings,PM,17,PMEVAL,Evaluator,Char,,,,Record Qualifier,Role of the person who provided the evaluation. Example: TECHNICIAN.,Perm
Findings,PM,18,PMUSCHFL,Unscheduled Flag,Char,NY,,,Record Qualifier,"Indicates whether the timing of a performed test or observation was unscheduled. If a test or observation was performed based upon a schedule defined in the protocol, this flag should be null. Expected values are ""Y"" or null.",Perm
Findings,PM,19,VISITDY,Planned Study Day of Collection,Num,,,,Timing,Planned study day of collection. Should be an integer.,Perm
Findings,PM,20,PMDTC,Date/Time of Observation,Char,,,ISO 8601,Timing,Date/Time of the observation in ISO 8601 format.,Exp
Findings,PM,21,PMDY,Study Day of Observation,Num,,,,Timing,"Study day of the observation, measured as integer days. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,PM,22,PMNOMDY,Nominal Study Day for Tabulations,Num,,,,Timing,Nominal study day used for grouping records for observations that may occur on different days into a single reported study day. Should be an integer.,Exp
Findings,PM,23,PMNOMLBL,Label for Nominal Study Day,Char,,,,Timing,"A label for a given value of PMNOMDY as presented in the study report. Examples: ""Week 4,"" ""Day 28,"" ""Terminal Sac"".",Perm
Findings,PC,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,PC,2,DOMAIN,Domain Abbreviation,Char,,PC,,Identifier,Two-character abbreviation for the domain.,Req
Findings,PC,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product. Either USUBJID or POOLID must be populated.,Exp
Findings,PC,4,POOLID,Pool Identifier,Char,,,,Identifier,"Identifier used for pooling subjects to assign a single finding to multiple subjects. If POOLID is entered, POOLDEF records must exist for each subject and the USUBJID must be null. Either USUBJID or POOLID must be populated.",Perm
Findings,PC,5,PCSEQ,Sequence Number,Num,,,,Identifier,"The sequence number must be unique for each record within a USUBJID or POOLID, whichever applies for the record.",Req
Findings,PC,6,PCGRPID,Group Identifier,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject or pool. This is not the treatment group number.,Perm
Findings,PC,7,PCREFID,Sample Identifier,Char,,,,Identifier,Internal or external specimen identifier. Example: 1009570101.,Perm
Findings,PC,8,PCSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference identifier.,Perm
Findings,PC,9,PCTESTCD,Test Short Name,Char,,,,Topic,"Short name of the analyte (or measurement) described in PCTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in PCTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). PCTESTCD cannot contain characters other than letters, numbers, or underscores.",Req
Findings,PC,10,PCTEST,Test Name,Char,,,,Synonym Qualifier,"Long name for PCTESTCD, such as the name of the analyte (or measurement). The value in PCTEST cannot be longer than 40 characters.",Req
Findings,PC,11,PCCAT,Test Category,Char,,,,Grouping Qualifier,"Used to define a category of the pharmacokinetic test performed. Examples: ANALYTE, METABOLITE, SPECIMEN PROPERTY.",Perm
Findings,PC,12,PCSCAT,Test Subcategory,Char,,,,Grouping Qualifier,A further categorization of a test category.,Perm
Findings,PC,13,PCORRES,Result or Findings as Collected,Char,,,,Result Qualifier,Result of the measurement or finding as originally received or collected.,Exp
Findings,PC,14,PCORRESU,Unit of the Original Result,Char,PKUNIT,,,Variable Qualifier,The unit for the original result. The unit of the original result should be mapped to a synonymous unit on the Controlled Terminology (http://www.cdisc.org/terminology) list.,Exp
Findings,PC,15,PCSTRESC,Standardized Result in Character Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from PCORRES in a standard format or standard units. PCSTRESC should store all results or findings in character format; if results are numeric, they should also be submitted in numeric format in PCSTRESN. Results beyond limits of quantitation should be represented with the term ""BLQ"" for results below the limit and ""ALQ"" for results above the limit.",Exp
Findings,PC,16,PCSTRESN,Standardized Result in Numeric Format,Num,,,,Result Qualifier,"Used for numeric results or findings in standard format; contains the numeric form of PCSTRESC. PCSTRESN should store all numeric test results or findings. For results beyond limits of quantitation, this variable should be left null (e.g., if PCSTRESC is ""BLQ"", PCSTRESN would be null).",Exp
Findings,PC,17,PCSTRESU,Unit of the Standardized Result,Char,PKUNIT,,,Variable Qualifier,Standardized unit used for PCSTRESC and PCSTRESN.,Exp
Findings,PC,18,PCSTAT,Completion Status,Char,ND,,,Record Qualifier,Used to indicate when a test is not done or result is missing. Should be null if a result exists in PCORRES.,Perm
Findings,PC,19,PCREASND,Reason Not Done,Char,,,,Record Qualifier,"Describes why PCSTAT is NOT DONE, such as SPECIMEN LOST.",Perm
Findings,PC,20,PCNAM,Laboratory Name,Char,,,,Record Qualifier,Name or identifier of the laboratory or vendor providing the test results.,Perm
Findings,PC,21,PCSPEC,Specimen Material Type,Char,SPEC,,,Record Qualifier,"Defines the type of specimen used for a measurement. Examples: SERUM, PLASMA, URINE.",Req
Findings,PC,22,PCSPCCND,Specimen Condition,Char,,,,Record Qualifier,"Free or standardized text describing the condition of the specimen. Examples: HEMOLYZED, ICTERIC, LIPEMIC.",Perm
Findings,PC,23,PCSPCUFL,Specimen Usability for the Test,Char,NY,,,Record Qualifier,"Describes the usability of the specimen for the test. Should be ""N"" if the specimen is not usable; otherwise it should be null.",Perm
Findings,PC,24,PCMETHOD,Method of Test or Examination,Char,,,,Record Qualifier,"Method of the test or examination. Examples: HPLC/MS, ELISA. This should contain sufficient information and granularity to allow differentiation of various methods that might have been used within a study.",Perm
Findings,PC,25,PCBLFL,Baseline Flag,Char,NY,,,Record Qualifier,"A baseline indicator may be used to calculate differences or changes from baseline. Value should be ""Y"" or null. The baseline flag is sponsor-defined.",Perm
Findings,PC,26,PCFAST,Fasting Status,Char,NY,,,Record Qualifier,"Indicator used to identify fasting status. The value should be ""Y"" or null.",Perm
Findings,PC,27,PCDRVFL,Derived Flag,Char,NY,,,Record Qualifier,"Used to indicate a derived record. The value should be ""Y"" or null. Records that represent the average of other records are examples of records that would be derived for the submission datasets.",Perm
Findings,PC,28,PCLLOQ,Lower Limit of Quantitation,Num,,,,Variable Qualifier,Indicates the lower limit of quantitation for an assay. Units should be those used in PCSTRESU.,Exp
Findings,PC,29,PCEXCLFL,Exclusion Flag,Char,NY,,,Record Qualifier,"""Y"" if the result should be excluded from all calculations, otherwise null.",Perm
Findings,PC,30,PCREASEX,Reason for Exclusion,Char,,,,Record Qualifier,"The reason the result should be excluded from all calculations. Used only when PCEXCLFL is ""Y"".",Perm
Findings,PC,31,PCUSCHFL,Unscheduled Flag,Char,NY,,,Record Qualifier,"Indicates whether the timing of the specimen collection was unscheduled. If a specimen collection was performed based upon a schedule defined in the protocol, this flag should be null. Expected values are ""Y"" or null.",Perm
Findings,PC,32,VISITDY,Planned Study Day of Collection,Num,,,,Timing,Planned day of collection. Should be an integer.,Perm
Findings,PC,33,PCDTC,Date/Time of Specimen Collection,Char,,,ISO 8601,Timing,"Date/Time of specimen collection, in ISO 8601 format. If there is no end time, this will be the collection time.",Perm
Findings,PC,34,PCENDTC,End Date/Time of Specimen Collection,Char,,,ISO 8601,Timing,"End date/time of specimen collection, in ISO 8601 format. If there is no end time, the collection time should be represented in PCDTC, and PCENDTC should be null.",Perm
Findings,PC,35,PCDY,Study Day of Specimen Collection,Num,,,,Timing,"Study day of specimen collection, in integer days. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics (DM) domain.",Perm
Findings,PC,36,PCENDY,Study Day of End of Specimen Collection,Num,,,,Timing,"Study day of the end of specimen collection, in integer days. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in DM domain.",Perm
Findings,PC,37,PCNOMDY,Nominal Study Day for Tabulations,Num,,,,Timing,Nominal study day used for grouping records for specimen collections that may occur on different days into a single reported study day. Should be an integer.,Exp
Findings,PC,38,PCNOMLBL,Label for Nominal Study Day,Char,,,,Timing,"A label for a given value of PCNOMDY as presented in the study report. Examples: ""Week 4"", ""Day 28"".",Perm
Findings,PC,39,PCTPT,Planned Time Point Name,Char,,,,Timing,"Text description of time when specimen should be taken. \n Note: This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See PCTPTNUM and PCTPTREF. Examples: Start, 5 min post.",Perm
Findings,PC,40,PCTPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of PCTPT to aid in sorting.,Perm
Findings,PC,41,PCELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601,Timing,"Planned elapsed time (in ISO 8601 format) relative to a planned fixed reference (PCTPTREF) such as ""Day 1, Dose 1"". This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""PT0H"" to represent any predose values; ""PT8H"" to represent the period of 8 hours after the reference point indicated by PCTPTREF.",Exp
Findings,PC,42,PCTPTREF,Time Point Reference,Char,,,,Timing,"Name of the fixed reference point referred to by PCELTM, if used for PCTPTNUM, and PCTPT. It is recommended that PCTPTREF be as descriptive as possible so the reference time point can be inferred without looking at other variables. Example: ""Day 1, Dose 1"".",Exp
Findings,PC,43,PCRFTDTC,Date/Time of Reference Point,Char,,,ISO 8601,Timing,"Date/Time of the reference time point, PCTPTREF.",Exp
Findings,PC,44,PCEVLINT,Evaluation Interval,Char,,,ISO 8601,Timing,"Planned evaluation interval associated with a PCTEST record in ISO 8601 format. Example: ""-P2H"" to represent a planned interval of collection of 2 hours prior to the time point described in PCTPT.",Perm
Findings,PP,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,PP,2,DOMAIN,Domain Abbreviation,Char,,PP,,Identifier,Two-character abbreviation for the domain.,Req
Findings,PP,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product. Either USUBJID or POOLID must be populated.,Exp
Findings,PP,4,POOLID,Pool Identifier,Char,,,,Identifier,"Identifier used for pooling subjects to assign a single finding to multiple subjects. If POOLID is entered, POOLDEF records must exist for each subject and the USUBJID must be null. Either USUBJID or POOLID must be populated.",Perm
Findings,PP,5,PPSEQ,Sequence Number,Num,,,,Identifier,"The sequence number must be unique for each record within a USUBJID or POOLID, whichever applies for the record.",Req
Findings,PP,6,PPGRPID,Group Identifier,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject or pool. This is not the treatment group number.,Perm
Findings,PP,7,PPTESTCD,Parameter Short Name,Char,PKPARMCD,,,Topic,"Short name of the measurement, test, or examination described in PPTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in PPTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). PPTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: AUCINT, TMAX, CMAX.",Req
Findings,PP,8,PPTEST,Parameter Name,Char,PKPARM,,,Synonym Qualifier,"Long name for PPTESTCD. The value in PPTEST cannot be longer than 40 characters. Examples: AUC from T1 to T2, Time of CMAX, Max Conc.",Req
Findings,PP,9,PPCAT,Parameter Category,Char,,,,Grouping Qualifier,Used to define a category of parameters associated with a specific analyte. This must be the analyte in PCTEST whose profile the parameter is associated with.,Exp
Findings,PP,10,PPSCAT,Parameter Subcategory,Char,,,,Grouping Qualifier,"Categorization of the model type used to calculate the pharmacokinetic parameters. Examples include COMPARTMENTAL, NON-COMPARTMENTAL.",Perm
Findings,PP,11,PPORRES,Result or Findings as Collected,Char,,,,Result Qualifier,Result of the measurement or finding as calculated.,Exp
Findings,PP,12,PPORRESU,Unit of the Original Result,Char,PKUNIT,,,Variable Qualifier,The unit for the original result. The unit of the original result should be mapped to a synonymous unit on the CDISC Controlled Terminology (http://www.cdisc.org/terminology) list.,Exp
Findings,PP,13,PPSTRESC,Standardized Result in Character Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from PPORRES in a standard format or standard units. PPSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in PPSTRESN. For example, if a test has results NONE, NEG, and NEGATIVE in PPORRES and these results effectively have the same meaning, they could be represented in standard format in PPSTRESC as NEGATIVE. For other examples, see general assumptions.",Exp
Findings,PP,14,PPSTRESN,Standardized Result in Numeric Format,Num,,,,Result Qualifier,Used for numeric results or findings in standard format; contains the numeric form of PPSTRESC. PPSTRESN should store all numeric test results or findings.,Exp
Findings,PP,15,PPSTRESU,Unit of the Standardized Result,Char,PKUNIT,,,Variable Qualifier,Standardized unit used for PPSTRESC and PPSTRESN.,Exp
Findings,PP,16,PPSTAT,Completion Status,Char,ND,,,Record Qualifier,Used to indicate that a parameter was not calculated. Should be null if a result exists in PPORRES.,Perm
Findings,PP,17,PPREASND,Reason Not Done,Char,,,,Record Qualifier,"Describes why a parameter was not performed, such as INSUFFICIENT DATA. Used in conjunction with PPSTAT when value is NOT DONE.",Perm
Findings,PP,18,PPSPEC,Specimen Material Type,Char,SPEC,,,Record Qualifier,"Defines the type of specimen used for a measurement. Examples: SERUM, PLASMA, URINE. \n If multiple specimen types are used for a calculation (e.g., serum and urine for creatinine clearance), refer to Section 4.3.6.2 for guidance on how to populate.",Exp
Findings,PP,19,VISITDY,Planned Study Day of Collection,Num,,,,Timing,Planned study day of collection. Should be an integer.,Perm
Findings,PP,20,PPNOMDY,Nominal Study Day for Tabulations,Num,,,,Timing,Nominal study day used for grouping records for specimen collections that may occur on different days into a single reported study day. Should be an integer.,Exp
Findings,PP,21,PPNOMLBL,Label for Nominal Study Day,Char,,,,Timing,"A label for a given value of PPNOMDY as presented in the study report. Examples: ""Week 4"", ""Day 28"".",Perm
Findings,PP,22,PPTPTREF,Time Point Reference,Char,,,,Timing,Name of the fixed reference point used as a basis for PPRFTDTC.,Exp
Findings,PP,23,PPRFTDTC,Date/Time of Reference Point,Char,,,ISO 8601,Timing,"Date/Time of the reference time point, PPTPTREF. The values in PPRFTDTC should be the same as that in PCRFTDTC for related records.",Exp
Findings,PP,24,PPSTINT,Start of Assessment Interval,Char,,,ISO 8601,Timing,"Start of the assessment interval relative to Time Point Reference (PPTPTREF) in ISO 8601 duration format. Example: When the area under the curve is calculated from 12 to 24 hours (PPTESTCD=AUCT1T2), the value would be PT12H.",Perm
Findings,PP,25,PPENINT,End of Assessment Interval,Char,,,ISO 8601,Timing,"End of the assessment interval relative to Time Point Reference (PPTPTREF) in ISO 8601 duration format. Example: When the area under the curve is calculated from 12 to 24 hours (PPTESTCD=AUCT1T2), the value would be PT24H.",Perm
Findings,SC,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,SC,2,DOMAIN,Domain Abbreviation,Char,,SC,,Identifier,Two-character abbreviation for the domain.,Req
Findings,SC,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across a study for all applications or submissions involving the product.,Req
Findings,SC,4,SCSEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,SC,5,SCGRPID,Group Identifier,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject. This is not the treatment group number.,Perm
Findings,SC,6,SCTESTCD,Subject Characteristic Short Name,Char,SBCCDSND,,,Topic,"Short name of the measurement, test, or examination described in SCTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in SCTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). SCTESTCD cannot contain characters other than letters, numbers, or underscores. Some extensible controlled values are: SPLRNAM, SPLRLOC, HAIRCOLR.",Req
Findings,SC,7,SCTEST,Subject Characteristic,Char,SBCSND,,,Synonym Qualifier,"Long name for SCTESTCD. The value in SCTEST cannot be longer than 40 characters. Examples: Test Subject Supplier, Test Subject Supplier Site, and Hair Coat Color.",Req
Findings,SC,8,SCORRES,Result or Findings as Collected,Char,,,,Result Qualifier,Result of the subject characteristic as originally received or collected.,Exp
Findings,SC,9,SCORRESU,Unit of the Original Result,Char,UNIT,,,Variable Qualifier,The unit for the original result. The unit of the original result should be mapped to a synonymous unit on the Controlled Terminology (http://www.cdisc.org/terminology) list.,Perm
Findings,SC,10,SCSTRESC,Standardized Result in Character Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from SCORRES in a standard format or standard units. SCSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in SCSTRESN. For example, if a test has results NONE, NEG, and NEGATIVE in SCORRES, these results effectively have the same meaning. In this case, they could be represented in standard format in SCSTRESC with a single term NEGATIVE.",Exp
Findings,SC,11,SCSTRESN,Standardized Result in Numeric Format,Num,,,,Result Qualifier,Used for numeric results or findings in standard format; contains the numeric form of SCSTRESC. SCSTRESN should store all numeric test results or findings.,Perm
Findings,SC,12,SCSTRESU,Unit of the Standardized Result,Char,UNIT,,,Variable Qualifier,Standardized unit used for SCSTRESC and SCSTRESN.,Perm
Findings,SC,13,SCDTC,Date/Time of Collection,Char,,,ISO 8601,Timing,"Date/Time of collection of the subject characteristic information, in ISO 8601 format.",Perm
Findings,SC,14,SCDY,Study Day of Collection,Num,,,,Timing,"Study day of collection, in integer days. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,TF,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,TF,2,DOMAIN,Domain Abbreviation,Char,,TF,,Identifier,Two-character abbreviation for the domain.,Req
Findings,TF,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product within the submission,Req
Findings,TF,4,TFSEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,TF,5,TFGRPID,Group Identifier,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject. This is not the treatment group number.,Perm
Findings,TF,6,TFREFID,Specimen Identifier,Char,,,,Identifier,Internal or external specimen identifier. Example: Specimen barcode number.,Perm
Findings,TF,7,TFSPID,Mass Identifier,Char,,,,Identifier,"Mass identifier such as MASS 1 or MASS A. Used when the mass was discovered during the in-life phase or during pathology and was assigned a mass identifier. The mass identification should be unique within the subject, regardless of mass location.",Exp
Findings,TF,8,TFTESTCD,Tumor Examination Short Name,Char,TFTESTCD,,,Topic,"Short name of the measurement, test, or examination described in TFTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in TFTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). TFTESTCD cannot contain characters other than letters, numbers, or underscores. Example: TUMEX.",Req
Findings,TF,9,TFTEST,Tumor Examination Name,Char,TFTEST,,,Synonym Qualifier,Long name for TFTESTCD. The value in TFTEST cannot be longer than 40 characters. Example: Tumor Examination.,Req
Findings,TF,10,TFORRES,Result or Findings as Collected,Char,,,,Result Qualifier,Result of the histopathological examination as originally received or collected.,Exp
Findings,TF,11,TFSTRESC,Standardized Result in Character Format,Char,NEOPLASM,,,Result Qualifier,Contains the tumor name mapped from TFORRES into a standard format from the controlled terms list.,Exp
Findings,TF,12,TFRESCAT,Tumor Malignancy Status,Char,NEOSTAT,,,Variable Qualifier,"Used to record the malignancy of the tumor as determined by the pathologist. It may be copied or derived from a description in TFORRES. Examples: BENIGN, MALIGNANT, METASTATIC, and UNDETERMINED.",Req
Findings,TF,13,TFNAM,Laboratory Name,Char,,,,Record Qualifier,Name or identifier of the laboratory or vendor that provided the test results.,Perm
Findings,TF,14,TFSPEC,Specimen Material Type,Char,SPEC,,,Record Qualifier,"Defines the type of tissue, organ, or fluid specimen examined. Examples: LIVER, HEART.",Req
Findings,TF,15,TFANTREG,Anatomical Region of Specimen,Char,,,,Variable Qualifier,"Defines the specific anatomical or biological region of a tissue, organ specimen, or the region from which the specimen was obtained, such as a section or part of what is defined in the TFSPEC variable. If the anatomical region is not included in the specimen description TFSPEC, it may be included in this variable. This field can be a combination of terms where needed. This field can be null if not applicable. Examples: CORTEX, MEDULLA, MUCOSA, SEROSA, ISLET, ZONA FASICULATA, ZONA RETICULARIS, CRANIAL, MEDIAN, ACCESSORY, SPINAL, LUMBAR, FRONTAL.",Perm
Findings,TF,16,TFSPCCND,Specimen Condition,Char,,,,Record Qualifier,Free or standardized text describing the condition of the specimen. Example: AUTOLYZED.,Perm
Findings,TF,17,TFLAT,Specimen Laterality within Subject,Char,LAT,,,Variable Qualifier,"Qualifier for laterality of the specimen within the subject for paired specimens. Examples: LEFT, RIGHT, BILATERAL.",Perm
Findings,TF,18,TFDIR,Specimen Directionality within Subject,Char,DIR,,,Variable Qualifier,"Qualifier for directionality of the specimen within the subject. Examples: DORSAL, PROXIMAL.",Perm
Findings,TF,19,TFMETHOD,Method of Test or Examination,Char,,,,Record Qualifier,Method of the test or examination. This could be different types of staining used for the slides. Example: H&E.,Perm
Findings,TF,20,TFEVAL,Evaluator,Char,,,,Record Qualifier,"Role of the person who provided the evaluation. Example: TOX PATHOLOGIST, PEER REVIEW, SPONSOR PATHOLOGIST.",Perm
Findings,TF,21,TFDTHREL,Relationship to Death,Char,NY,,,Record Qualifier,"Describes the relationship of a particular finding to the death of a subject. Example: Y if the tumor was the cause of death, N if the tumor was not the cause of death, or U for Unknown. Null cannot be used because the variable is required.",Req
Findings,TF,22,TFDTC,Date/Time,Char,,,ISO 8601,Timing,"For a specimen collected or observed post mortem, this is the date/time of subject disposition, in ISO 8601 format.",Perm
Findings,TF,23,TFDY,Study Day,Num,,,,Timing,"For a specimen collected or observed post mortem, this is the study day of subject disposition, in integer days. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,TF,24,TFDETECT,Time in Days to Detection of Tumor,Num,,,,Timing,The number of days from the start of dosing to the earliest detection of the tumor in the experimental phase. This variable must be populated for every tumor discovered during the experimental phase.,Req
Findings,VS,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,VS,2,DOMAIN,Domain Abbreviation,Char,,VS,,Identifier,Two-character abbreviation for the domain.,Req
Findings,VS,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,VS,4,VSSEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,VS,5,VSGRPID,Group Identifier,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject. This is not the treatment group number.,Perm
Findings,VS,6,VSSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference identifier,Perm
Findings,VS,7,VSTESTCD,Vital Signs Test Short Name,Char,SVSTSTCD,,,Topic,"Short name of the measurement described in VSTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in VSTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). VSTESTCD cannot contain characters other than letters, numbers, or underscores.",Req
Findings,VS,8,VSTEST,Vital Signs Test Name,Char,SVSTST,,,Synonym Qualifier,Long name for VSTESTCD. The value in VSTEST cannot be longer than 40 characters.,Req
Findings,VS,9,VSCAT,Category for Vital Signs,Char,,,,Grouping Qualifier,Used to define a category of the vital signs measurement performed.,Perm
Findings,VS,10,VSSCAT,Subcategory for Vital Signs,Char,,,,Grouping Qualifier,A further categorization of the vital signs measurement performed.,Perm
Findings,VS,11,VSPOS,Vital Signs Position of Subject,Char,POSITION,,,Record Qualifier,"Position of the subject during the measurement. If the subject is restrained, populate with the position (example SITTING or STANDING).",Perm
Findings,VS,12,VSORRES,Result or Findings as Collected,Char,,,,Result Qualifier,Result of the vital signs measurement as originally received or collected.,Exp
Findings,VS,13,VSORRESU,Unit of the Original Result,Char,UNIT,,,Variable Qualifier,The unit for the original result. The unit of the original result should be mapped to a synonymous unit on the Controlled Terminology (http://www.cdisc.org/terminology) list.,Exp
Findings,VS,14,VSSTRESC,Standardized Result in Character Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from VSORRES in a standard format or standard units. VSSTRESC should store all results in character format; if results are numeric, they should also be submited in numeric format in VSSTRESN.",Exp
Findings,VS,15,VSSTRESN,Standardized Result in Numeric Format,Num,,,,Result Qualifier,Used for numeric results or findings in standard format; contains the numeric form of VSSTRESC. VSSTRESN should store all numeric test results or findings.,Exp
Findings,VS,16,VSSTRESU,Unit of the Standardized Result,Char,UNIT,,,Variable Qualifier,Standardized unit used for VSSTRESC and VSSTRESN.,Exp
Findings,VS,17,VSSTAT,Completion Status,Char,ND,,,Record Qualifier,Used to indicate when a test is not done or result is missing. Should be null if a result exists in VSORRES.,Perm
Findings,VS,18,VSREASND,Reason Not Done,Char,,,,Record Qualifier,"Describes why VSSTAT is NOT DONE, such as BROKEN EQUIPMENT.",Perm
Findings,VS,19,VSLOC,Location of Vital Signs Measurement,Char,,,,Record Qualifier,Location relevant to the collection of the vital signs measurement. Example: RECTAL for Temperature.,Perm
Findings,VS,20,VSCSTATE,Consciousness State,Char,CSTATE,,,Record Qualifier,"Consciousness state of the subject at the time of measurement. Examples: CONSCIOUS, SEMI-CONSCIOUS, UNCONSCIOUS.",Perm
