Class,Dataset Name,Order,Variable Name,Label,Type,Codelist,Value list,Format,Role,Notes,Core
Findings,MS,37,MSLOBXFL,Last Observation Before Exposure Flag,Char,C66742,,,Record Qualifier,"Operationally derived indicator used to identify the last non-missing value prior to RFXSTDTC. The value should be ""Y"" or null.",Perm
Findings,MS,38,MSBLFL,Baseline Flag,Char,C66742,,,Record Qualifier,"Indicator used to identify a baseline value. Should be ""Y"" or null. Note that MSBLFL is retained for backward compatibility. The authoritative baseline for statistical analysis is in an ADaM dataset.",Perm
Findings,MS,39,MSFAST,Fasting Status,Char,C66742,,,Record Qualifier,"Indicator used to identify fasting status. Valid values include ""Y"", ""N"", ""U"", or null if not relevant.",Perm
Findings,MS,40,MSDRVFL,Derived Flag,Char,C66742,,,Record Qualifier,"Used to indicate a derived record (e.g., a record that represents the average of other records such as a computed baseline). Should be ""Y"" or null.",Perm
Findings,MS,41,MSEVAL,Evaluator,Char,C78735,,,Record Qualifier,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ""ADJUDICATION COMMITTEE"", ""INDEPENDENT ASSESSOR"", ""MICROSCOPIST"".",Perm
Findings,MS,42,MSEVALID,Evaluator Identifier,Char,C96777,,,Variable Qualifier,"Used to distinguish multiple evaluators with the same role recorded in MSEVAL. Examples: ""RADIOLOGIST1"" or ""RADIOLOGIST2"".",Perm
Findings,MS,43,MSACPTFL,Accepted Record Flag,Char,C66742,,,Record Qualifier,"In cases where more than 1 assessor provides an evaluation of a result or response, this flag identifies the record that is considered, by an independent assessor, to be the accepted evaluation. Expected to be ""Y"" or null.",Perm
Findings,MS,44,MSLLOQ,Lower Limit of Quantitation,Num,,,,Variable Qualifier,Indicates the lower limit of quantitation for an assay. Units will be those used for MSSTRESU.,Perm
Findings,MS,45,MSULOQ,Upper Limit of Quantitation,Num,,,,Variable Qualifier,Indicates the upper limit of quantitation for an assay. Units will be those used for MSSTRESU.,Perm
Findings,MS,46,MSREPNUM,Repetition Number,Num,,,,Record Qualifier,"The incidence number of a test that is repeated within a given timeframe for the same test. The level of granularity can vary (e.g., within a time point, within a visit). Examples: multiple measurements of blood pressure, multiple analyses of a sample.",Perm
Findings,MS,47,VISITNUM,Visit Number,Num,,,,Timing,"Clinical encounter number. Numeric version of VISIT, used for sorting.",Exp
Findings,MS,48,VISIT,Visit Name,Char,,,,Timing,Protocol-defined description of a clinical encounter.,Perm
Findings,MS,49,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of VISIT. Should be an integer.,Perm
Findings,MS,50,TAETORD,Planned Order of Element within Arm,Num,,,,Timing,Number that gives the planned order of the element within the arm for the element in which the specimen was collected.,Perm
Findings,MS,51,EPOCH,Epoch,Char,C99079,,,Timing,Epoch associated with the date/time at which the specimen was collected.,Perm
Findings,MS,52,MSDTC,Date/Time of Collection,Char,,,ISO 8601 datetime or interval,Timing,Collection date and time of an observation.,Perm
Findings,MS,53,MSDY,Study Day of Visit/Collection/Exam,Num,,,,Timing,Actual study day of visit/collection/exam expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.,Perm
Findings,MS,54,MSDUR,Duration,Char,,,ISO 8601 duration,Timing,"Collected duration of an event, intervention, or finding. Used only if collected on the CRF and not derived.",Perm
Findings,MS,55,MSTPT,Planned Time Point Name,Char,,,,Timing,"Text description of time when a measurement or observation should be taken as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point (e.g., time of last dose). See MSTPTNUM and MSTPTREF.",Perm
Findings,MS,56,MSTPTNUM,Planned Time Point Number,Num,,,,Timing,Numeric version of planned time point used in sorting.,Perm
Findings,MS,57,MSELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601 duration,Timing,"Planned elapsed time relative to a planned fixed reference (MSTPTREF; e.g., previous dose, previous meal). This variable is useful where there are repetitive measures. Not a clock time or a date/time variable, but an interval, represented as ISO duration.",Perm
Findings,MS,58,MSTPTREF,Time Point Reference,Char,,,,Timing,"Description of the fixed reference point referred to by MSELTM, MSTPTNUM, and MSTPT. Example: ""PREVIOUS DOSE"".",Perm
Findings,MS,59,MSRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601 datetime or interval,Timing,Date/time for a fixed reference time point defined by MSTPTREF.,Perm
Findings,MS,60,MSEVLINT,Evaluation Interval,Char,,,ISO 8601 duration or interval,Timing,"Duration of interval associated with an observation such as a finding MSTESTCD. Example: ""-P2M"" to represent a period of the past 2 months before the assessment.",Perm
Findings,MS,61,MSEVINTX,Evaluation Interval Text,Char,,,,Timing,"Evaluation interval associated with an observation, where the interval is not able to be represented in ISO 8601 format. Examples: ""LIFETIME"", ""LAST NIGHT"", ""RECENTLY"", ""OVER THE LAST FEW WEEKS"".",Perm
Findings,NV,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,NV,2,DOMAIN,Domain Abbreviation,Char,,NV,,Identifier,Two-character abbreviation for the domain.,Req
Findings,NV,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,NV,4,FOCID,Focus of Study-Specific Interest,Char,,,,Identifier,"Identification of a focus of study-specific interest on or within a subject or specimen as called out in the protocol for which a measurement, test, or examination was performed, such as a drug application site (e.g., ""Injection site 1"", ""Biopsy site 1"", ""Treated site 1"") or a more specific focus (e.g., ""OD"" (right eye), ""Upper left quadrant of the back""). The value in this variable should have inherent semantic meaning.",Perm
Findings,NV,5,NVSEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,NV,6,NVGRPID,Group ID,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject.,Perm
Findings,NV,7,NVREFID,Reference ID,Char,,,,Identifier,Internal or external procedure identifier.,Perm
Findings,NV,8,NVSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number from the Procedure or Test page.,Perm
Findings,NV,9,NVLNKID,Link ID,Char,,,,Identifier,Identifier used to link a procedure to the assessment results over the course of the study.,Perm
Findings,NV,10,NVLNKGRP,Link Group,Char,,,,Identifier,Identifier used to link related records across domains. This will usually be a many-to-one relationship.,Perm
Findings,NV,11,NVTESTCD,Short Name of Nervous System Test,Char,C116104,,,Topic,"Short name of the measurement, test, or examination described in NVTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in NVTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). NVTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""SUVR"", ""N75LAT"", ""P100LAT"",""N145LAT"".",Req
Findings,NV,12,NVTEST,Name of Nervous System Test,Char,C116103,,,Synonym Qualifier,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in NVTEST cannot be longer than 40 characters. Examples: ""Standard Uptake Value Ratio"", ""N75 Latency"", ""P100 Latency"", ""N145 Latency"".",Req
Findings,NV,13,NVCAT,Category for Nervous System Test,Char,,,,Grouping Qualifier,"Used to define a category of topic-variable values. Example: ""VISUAL EVOKED POTENTIAL"".",Perm
Findings,NV,14,NVSCAT,Subcategory for Nervous System Test,Char,,,,Grouping Qualifier,Used to define a further categorization of NVCAT values.,Perm
Findings,NV,15,NVORRES,Result or Finding in Original Units,Char,,,,Result Qualifier,Result of the procedure measurement or finding as originally received or collected.,Exp
Findings,NV,16,NVORRESU,Original Units,Char,C71620,,,Variable Qualifier,Original units in which the data were collected. The unit for NVORRES.,Perm
Findings,NV,17,NVSTRESC,Character Result/Finding in Std Format,Char,,,,Result Qualifier,"Contains the result value for all findings copied or derived from NVORRES, in a standard format or standard units. NVSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in NVSTRESN.",Exp
Findings,NV,18,NVSTRESN,Numeric Result/Finding in Standard Units,Num,,,,Result Qualifier,Used for continuous or numeric results or findings in standard format; copied in numeric format from NVSTRESC. NVSTRESN should store all numeric test results or findings.,Perm
Findings,NV,19,NVSTRESU,Standard Units,Char,C71620,,,Variable Qualifier,Standardized unit used for NVSTRESC or NVSTRESN.,Perm
Findings,NV,20,NVSTAT,Completion Status,Char,C66789,,,Record Qualifier,"Used to indicate a test was not done, or a measurement was not taken. Should be null if a result exists in NVORRES.",Perm
Findings,NV,21,NVREASND,Reason Not Done,Char,,,,Record Qualifier,"Describes why a measurement or test was not performed. Examples: ""BROKEN EQUIPMENT"", ""SUBJECT REFUSED"". Used in conjunction with NVSTAT when value is ""NOT DONE"".",Perm
Findings,NV,22,NVLOC,Location Used for the Measurement,Char,C74456,,,Record Qualifier,"Anatomical location of the subject relevant to the collection of the measurement. Examples: ""BRAIN"", ""EYE"", ""PRECUNEUS"", ""CINGULATE CORTEX"".",Perm
Findings,NV,23,NVLAT,Laterality,Char,C99073,,,Variable Qualifier,"Qualifier for anatomical location or specimen further detailing laterality. Examples: ""RIGHT"", ""LEFT"", ""BILATERAL"".",Perm
Findings,NV,24,NVDIR,Directionality,Char,C99074,,,Variable Qualifier,"Qualifier for anatomical location or specimen further detailing directionality. Examples: ""ANTERIOR"", ""LOWER"", ""PROXIMAL"".",Perm
Findings,NV,25,NVMETHOD,Method of Test or Examination,Char,C85492,,,Record Qualifier,"Method of the test or examination. Examples: ""EEG"", ""PET/CT SCAN "", ""FDGPET"".",Perm
Findings,NV,26,NVLOBXFL,Last Observation Before Exposure Flag,Char,C66742,,,Record Qualifier,"Operationally derived indicator used to identify the last non-missing value prior to RFXSTDTC. The value should be ""Y"" or null.",Perm
Findings,NV,27,NVBLFL,Baseline Flag,Char,C66742,,,Record Qualifier,"Indicator used to identify a baseline value. Should be ""Y"" or null. Note that NVBLFL is retained for backward compatibility. The authoritative baseline flag for statistical analysis is in an ADaM dataset.",Perm
Findings,NV,28,NVDRVFL,Derived Flag,Char,C66742,,,Record Qualifier,"Used to indicate a derived record (e.g., a record that represents the average of other records such as a computed baseline). Should be ""Y"" or null.",Perm
Findings,NV,29,NVEVAL,Evaluator,Char,C78735,,,Record Qualifier,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ""ADJUDICATION COMMITTEE"", ""INDEPENDENT ASSESSOR"", ""RADIOLOGIST"".",Perm
Findings,NV,30,NVEVALID,Evaluator Identifier,Char,C96777,,,Variable Qualifier,"Used to distinguish multiple evaluators with the same role recorded in NVEVAL. Examples: ""RADIOLOGIST 1"", ""RADIOLOGIST 2"".",Perm
Findings,NV,31,VISITNUM,Visit Number,Num,,,,Timing,"Clinical encounter number. Numeric version of VISIT, used for sorting.",Exp
Findings,NV,32,VISIT,Visit Name,Char,,,,Timing,Protocol-defined description of clinical encounter. May be used in addition to VISITNUM and/or VISITDY.,Perm
Findings,NV,33,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of the visit based upon RFSTDTC in Demographics.,Perm
Findings,NV,34,TAETORD,Planned Order of Element within Arm,Num,,,,Timing,Number that gives the planned order of the element within the arm for the element in which the assessment was made.,Perm
Findings,NV,35,EPOCH,Epoch,Char,C99079,,,Timing,Epoch associated with the date/time at which the assessment was made.,Perm
Findings,NV,36,NVDTC,Date/Time of Collection,Char,,,ISO 8601 datetime or interval,Timing,Date of procedure or test.,Exp
Findings,NV,37,NVDY,Study Day of Visit/Collection/Exam,Num,,,,Timing,"Study day of the procedure or test, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.",Perm
Findings,NV,38,NVTPT,Planned Time Point Name,Char,,,,Timing,"Text description of time when measurement should be taken. This may be represented as an elapsed time relative to a fixed reference point (e.g., ""TIME OF LAST DOSE""). See NVTPTNUM and NVTPTREF. Examples: ""START"", ""5 MIN POST"".",Perm
Findings,NV,39,NVTPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of NVTPT to aid in sorting.,Perm
Findings,NV,40,NVELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601 duration,Timing,"Planned elapsed time (in ISO 8601) relative to a fixed time point reference (NVTPTREF). Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by NVTPTREF, ""PT8H"" to represent the period of 8 hours after the reference point indicated by NVTPTREF.",Perm
Findings,NV,41,NVTPTREF,Time Point Reference,Char,,,,Timing,"Name of the fixed reference point referred to by NVELTM, NVTPTNUM, and NVTPT. Examples: ""PREVIOUS DOSE"", ""PREVIOUS MEAL"".",Perm
Findings,NV,42,NVRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601 datetime or interval,Timing,Date/time for a fixed reference time point defined by --TPTREF in ISO 8601 character format.,Perm
Findings,OE,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,OE,2,DOMAIN,Domain Abbreviation,Char,,OE,,Identifier,Two-character abbreviation for the domain.,Req
Findings,OE,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,OE,4,FOCID,Focus of Study-Specific Interest,Char,C119013,,,Identifier,"Identification of a focus of study-specific interest on or within a subject or specimen as called out in the protocol for which a measurement, test, or examination was performed.",Perm
Findings,OE,5,OESEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,OE,6,OEGRPID,Group ID,Char,,,,Identifier,"Optional group identifier, used to link together a block of related records within a subject in a domain.",Perm
Findings,OE,7,OELNKID,Link ID,Char,,,,Identifier,Identifier used to link related records across domains. This may be a one-to-one or a one-to-many relationship.,Perm
Findings,OE,8,OELNKGRP,Link Group,Char,,,,Identifier,Identifier used to link related records across domains. This will usually be a many-to-one relationship.,Perm
Findings,OE,9,OETESTCD,Short Name of Ophthalmic Test or Exam,Char,C117743,,,Topic,"Short character value for OETEST used as a column name when converting a dataset from a vertical format to a horizontal format. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in OETESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). OETESTCD cannot contain characters other than letters, numbers, or underscores. Example: ""NUMLCOR"".",Req
Findings,OE,10,OETEST,Name of Ophthalmic Test or Exam,Char,C117742,,,Synonym Qualifier,"Long name for the test or examination used to obtain the measurement or finding. The value in OETEST cannot be longer than 40 characters. Example: ""Number of Letters Correct"" for OETESTCD = ""NUMLCOR"".",Req
Findings,OE,11,OETSTDTL,Ophthalmic Test or Exam Detail,Char,,,,Variable Qualifier,Further description of OETESTCD and OETEST.,Perm
Findings,OE,12,OECAT,Category for Ophthalmic Test or Exam,Char,,,,Grouping Qualifier,"Used to define a category of topic-variable values. Examples: ""VISUAL ACUITY"", ""CONTRAST SENSITIVITY"", ""OCULAR COMFORT"".",Perm
Findings,OE,13,OESCAT,Subcategory for Ophthalmic Test or Exam,Char,,,,Grouping Qualifier,"Used to define a further categorization of OECAT values. Example: ""HIGH CONTRAST"" or ""LOW CONTRAST"" when OECAT is ""VISUAL ACUITY"".",Perm
Findings,OE,14,OEORRES,Result or Finding in Original Units,Char,,,,Result Qualifier,"Result of the measurement or finding as originally received or collected. Examples: ""120"", ""<1, NORMAL"", ""RED SPOT VISIBLE"".",Exp
Findings,OE,15,OEORRESU,Original Units,Char,C71620,,,Variable Qualifier,"Original unit for OEORRES. Examples: ""mm"", ""um"".",Exp
Findings,OE,16,OEORNRLO,Normal Range Lower Limit-Original Units,Char,,,,Variable Qualifier,Lower end of normal range or reference range for results stored in OEORRES.,Perm
Findings,OE,17,OEORNRHI,Normal Range Upper Limit-Original Units,Char,,,,Variable Qualifier,Upper end of normal range or reference range for results stored in OEORRES.,Perm
Findings,OE,18,OESTRESC,Character Result/Finding in Std Format,Char,,,,Result Qualifier,"Contains the result value for all findings copied or derived from OEORRES, in a standard format or in standard units. OESTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in OESTRESN.",Exp
Findings,OE,19,OESTRESN,Numeric Result/Finding in Standard Units,Num,,,,Result Qualifier,Used for continuous or numeric results or findings in standard format; copied in numeric format from OESTRESC. OESTRESN should store all numeric test results or findings.,Exp
Findings,OE,20,OESTRESU,Standard Units,Char,C71620,,,Variable Qualifier,"Standardized units used for OESTRESC and OESTRESN. Examples: ""mm"", ""um"".",Exp
Findings,OE,21,OESTNRLO,Normal Range Lower Limit-Standard Units,Num,,,,Variable Qualifier,"Lower end of normal range or reference range for standardized results (e.g., OESTRESC, OESTRESN) represented in standardized units (OESTRESU).",Perm
Findings,OE,22,OESTNRHI,Normal Range Upper Limit-Standard Units,Num,,,,Variable Qualifier,"Upper end of normal range or reference range for standardized results (e.g., OESTRESC, OESTRESN) represented in standardized units (OESTRESU).",Perm
Findings,OE,23,OESTNRC,Normal Range for Character Results,Char,,,,Variable Qualifier,"Normal range or reference range for results stored in OESTRESC that are character in ordinal or categorical scale. Example: ""Negative to Trace"".",Perm
Findings,OE,24,OENRIND,Normal/Reference Range Indicator,Char,C78736,,,Variable Qualifier,"Used to indicate the value is outside the normal range or reference range. May be defined by OEORNRLO and OEORNRHI or other objective criteria. Examples: ""Y"", ""N""; ""HIGH"", ""LOW""; ""NORMAL"", ""ABNORMAL"".",Perm
Findings,OE,25,OERESCAT,Result Category,Char,,,,Variable Qualifier,"Used to categorize the result of a finding or medical status per interpretation of test results. Examples: ""POSITIVE"", ""NEGATIVE"". The variable OERESCAT is not meant to replace the use of OENRIND for cases where normal ranges are provided.",Perm
Findings,OE,26,OESTAT,Completion Status,Char,C66789,,,Record Qualifier,"Used to indicate that a question was not asked or a test was not done, or a test was attempted but did not generate a result. Should be null or have a value of ""NOT DONE"".",Perm
Findings,OE,27,OEREASND,Reason Not Done,Char,,,,Record Qualifier,"Reason not done. Used in conjunction with OESTAT when value is ""NOT DONE"".",Perm
Findings,OE,28,OEXFN,External File Path,Char,,,,Record Qualifier,"Filename for an external file, such as one for a retinal OCT image.",Perm
Findings,OE,29,OELOC,Location Used for the Measurement,Char,C74456,,,Record Qualifier,"Anatomical location of the subject relevant to the collection of the measurement. Examples: ""EYE"" for a finding record relative to the complete eye, ""RETINA"" for a measurement or assessment of only the retina.",Exp
Findings,OE,30,OELAT,Laterality,Char,C99073,,,Variable Qualifier,"Qualifier for anatomical location or specimen further detailing laterality. Examples: ""RIGHT"", ""LEFT"", ""BILATERAL"".",Exp
Findings,OE,31,OEDIR,Directionality,Char,C99074,,,Variable Qualifier,"Qualifier for anatomical location or specimen further detailing directionality. Examples: ""ANTERIOR"", ""LOWER"", ""PROXIMAL"".",Perm
Findings,OE,32,OEPORTOT,Portion or Totality,Char,C99075,,,Variable Qualifier,"Qualifier for anatomical location or specimen further detailing the distribution (i.e., arrangement of, apportioning of). Examples: ""ENTIRE"", ""SINGLE"", ""SEGMENT"", ""MANY"".",Perm
Findings,OE,33,OEMETHOD,Method of Test or Examination,Char,C85492,,,Record Qualifier,"Method of the test or examination. Example: ""ETDRS EYE CHART"" for OETESTCD = ""NUMLCOR"". The different methods may offer different functionality or granularity, affecting the set of results and associated meaning.",Exp
Findings,OE,34,OELOBXFL,Last Observation Before Exposure Flag,Char,C66742,,,Record Qualifier,"Operationally derived indicator used to identify the last non-missing value prior to RFXSTDTC. The value should be ""Y"" or null.",Exp
Findings,OE,35,OEBLFL,Baseline Flag,Char,C66742,,,Record Qualifier,"Indicator used to identify a baseline value. Should be ""Y"" or null. Note that OEBLFL is retained for backward compatibility. The authoritative baseline for statistical analysis is in an ADaM dataset.",Perm
Findings,OE,36,OEDRVFL,Derived Flag,Char,C66742,,,Record Qualifier,"Used to indicate a derived record (e.g., a record that represents the average of other records such as a computed baseline). Should be ""Y"" or null.",Perm
Findings,OE,37,OEEVAL,Evaluator,Char,C78735,,,Record Qualifier,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ""INDEPENDENT ASSESSOR"", ""INVESTIGATOR"".",Perm
Findings,OE,38,OEEVALID,Evaluator Identifier,Char,C96777,,,Variable Qualifier,"Used to distinguish multiple evaluators with the same role recorded in OEEVAL. Examples: ""RADIOLOGIST1"", ""RADIOLOGIST2"".",Perm
Findings,OE,39,OEACPTFL,Accepted Record Flag,Char,C66742,,,Record Qualifier,"In cases where more than one assessor provides an evaluation of a result or response, this flag identifies the record that is considered, by an independent assessor, to be the accepted evaluation. Expected to be ""Y"" or null.",Perm
Findings,OE,40,OEREPNUM,Repetition Number,Num,,,,Record Qualifier,"The incidence number of a test that is repeated within a given timeframe for the same test. The level of granularity can vary (e.g., within a time point, within a visit). Examples: multiple measurements of blood pressure, multiple analyses of a sample.",Perm
Findings,OE,41,VISITNUM,Visit Number,Num,,,,Timing,"Clinical encounter number. Numeric version of VISIT, used for sorting.",Exp
Findings,OE,42,VISIT,Visit Name,Char,,,,Timing,Protocol-defined description of a clinical encounter.,Perm
Findings,OE,43,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of the visit based upon RFSTDTC in Demographics.,Perm
Findings,OE,44,TAETORD,Planned Order of Element within Arm,Num,,,,Timing,Number that gives the planned order of the element within the arm for the element in which the assessment was made.,Perm
Findings,OE,45,EPOCH,Epoch,Char,C99079,,,Timing,Epoch associated with the date/time at which the assessment was made.,Perm
Findings,OE,46,OEDTC,Date/Time of Collection,Char,,,ISO 8601 datetime or interval,Timing,Collection date/time of the observation.,Exp
Findings,OE,47,OEDY,Study Day of Visit/Collection/Exam,Num,,,,Timing,Actual study day of observation/exam expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.,Exp
Findings,OE,48,OETPT,Planned Time Point Name,Char,,,,Timing,Text description of time when a measurement or observation should be taken as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point.,Perm
Findings,OE,49,OETPTNUM,Planned Time Point Number,Num,,,,Timing,Numeric version of planned time point used in sorting.,Perm
Findings,OE,50,OEELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601 duration,Timing,"Planned elapsed time relative to a planned fixed reference (OETPTREF; e.g., ""PREVIOUS DOSE"", ""PREVIOUS MEAL""). This variable is useful where there are repetitive measures. Not a clock time or a date/time variable, but an interval, represented as ISO duration.",Perm
Findings,OE,51,OETPTREF,Time Point Reference,Char,,,,Timing,"Description of the fixed reference point referred to by OETPT, OETPTNUM, and OEELTM.",Perm
Findings,OE,52,OERFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601 datetime or interval,Timing,"Date/time of the reference time point, OETPTREF.",Perm
Findings,PC,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,PC,2,DOMAIN,Domain Abbreviation,Char,,PC,,Identifier,Two-character abbreviation for the domain.,Req
Findings,PC,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,PC,4,PCSEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,PC,5,PCGRPID,Group ID,Char,,,,Identifier,Used to tie together a block of related records in a single domain to support relationships within the domain and between domains.,Perm
Findings,PC,6,PCREFID,Reference ID,Char,,,,Identifier,Internal or external specimen identifier.,Perm
Findings,PC,7,PCSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference number.,Perm
Findings,PC,8,PCTESTCD,Pharmacokinetic Test Short Name,Char,,,,Topic,"Short name of the analyte or specimen characteristic. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in PCTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). PCTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""ASA"", ""VOL"", ""SPG"".",Req
Findings,PC,9,PCTEST,Pharmacokinetic Test Name,Char,,,,Synonym Qualifier,"Name of the analyte or specimen characteristic. Note any test normally performed by a clinical laboratory is considered a lab test. The value in PCTEST cannot be longer than 40 characters. Examples: ""Acetylsalicylic Acid"", ""Volume"", ""Specific Gravity"".",Req
Findings,PC,10,PCCAT,Test Category,Char,,,,Grouping Qualifier,"Used to define a category of related records. Examples: ""ANALYTE"", ""SPECIMEN PROPERTY"".",Perm
Findings,PC,11,PCSCAT,Test Subcategory,Char,,,,Grouping Qualifier,A further categorization of a test category.,Perm
Findings,PC,12,PCORRES,Result or Finding in Original Units,Char,,,,Result Qualifier,Result of the measurement or finding as originally received or collected.,Exp
Findings,PC,13,PCORRESU,Original Units,Char,C85494,,,Variable Qualifier,"Original units in which the data were collected. The unit for PCORRES. Example: ""mg/L"".",Exp
Findings,PC,14,PCSTRESC,Character Result/Finding in Std Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from PCORRES in a standard format or standard units. PCSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in PCSTRESN. For example, if a test has results ""NONE"", ""NEG"", and ""NEGATIVE"" in PCORRES, and these results effectively have the same meaning, they could be represented in standard format in PCSTRESC as ""NEGATIVE"". For other examples, see general assumptions.",Exp
Findings,PC,15,PCSTRESN,Numeric Result/Finding in Standard Units,Num,,,,Result Qualifier,Used for continuous or numeric results or findings in standard format; copied in numeric format from PCSTRESC. PCSTRESN should store all numeric test results or findings.,Exp
Findings,PC,16,PCSTRESU,Standard Units,Char,C85494,,,Variable Qualifier,Standardized unit used for PCSTRESC and PCSTRESN.,Exp
Findings,PC,17,PCSTAT,Completion Status,Char,C66789,,,Record Qualifier,Used to indicate a result was not obtained. Should be null if a result exists in PCORRES.,Perm
Findings,PC,18,PCREASND,Reason Test Not Done,Char,,,,Record Qualifier,"Describes why a result was not obtained, such as ""SPECIMEN LOST"". Used in conjunction with PCSTAT when value is ""NOT DONE"".",Perm
Findings,PC,19,PCNAM,Vendor Name,Char,,,,Record Qualifier,Name or identifier of the laboratory or vendor who provides the test results.,Exp
Findings,PC,20,PCSPEC,Specimen Material Type,Char,C78734,,,Record Qualifier,"Defines the type of specimen used for a measurement. Examples: ""SERUM"", ""PLASMA"", ""URINE"".",Exp
Findings,PC,21,PCSPCCND,Specimen Condition,Char,C78733,,,Record Qualifier,"Free or standardized text describing the condition of the specimen. Examples: ""HEMOLYZED"", ""ICTERIC"", ""LIPEMIC"".",Perm
Findings,PC,22,PCMETHOD,Method of Test or Examination,Char,C85492,,,Record Qualifier,"Method of the test or examination. Examples: ""HPLC/MS"", ""ELISA"". This should contain sufficient information and granularity to allow differentiation of various methods that might have been used within a study.",Perm
Findings,PC,23,PCFAST,Fasting Status,Char,C66742,,,Record Qualifier,Indicator used to identify fasting status.,Perm
Findings,PC,24,PCDRVFL,Derived Flag,Char,C66742,,,Record Qualifier,"Used to indicate a derived record. The value should be ""Y"" or null. Records that represent the average of other records, which do not come from the CRF, are examples of records that would be derived for the submission datasets. If PCDRVFL = ""Y"", then PCORRES may be null with PCSTRESC, and PCSTRESN (if the result is numeric) having the derived value.",Perm
Findings,PC,25,PCLLOQ,Lower Limit of Quantitation,Num,,,,Variable Qualifier,Indicates the lower limit of quantitation for an assay. Units should be those used in PCSTRESU.,Exp
Findings,PC,26,PCULOQ,Upper Limit of Quantitation,Num,,,,Variable Qualifier,Indicates the upper limit of quantitation for an assay. Units should be those used in PCSTRESU.,Perm
Findings,PC,27,VISITNUM,Visit Number,Num,,,,Timing,"Clinical encounter number. Numeric version of VISIT, used for sorting.",Exp
Findings,PC,28,VISIT,Visit Name,Char,,,,Timing,Protocol-defined description of clinical encounter. May be used in addition to VISITNUM and/or VISITDY.,Perm
Findings,PC,29,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of the visit based upon RFSTDTC in Demographics.,Perm
Findings,PC,30,TAETORD,Planned Order of Element within Arm,Num,,,,Timing,Number that gives the planned order of the element within the arm.,Perm
