Class,Dataset Name,Order,Variable Name,Label,Type,Codelist,Value list,Format,Role,Notes,Core
Findings,MB,22,MBSPEC,Specimen Type,Char,C78734,,,Record Qualifier,"Defines the type of specimen used for a measurement. Examples: SPUTUM, BLOOD, PUS.",Perm
Findings,MB,23,MBSPCCND,Specimen Condition,Char,C78733,,,Record Qualifier,Free or standardized text describing the condition of the specimen. Example: CONTAMINATED.,Perm
Findings,MB,24,MBLOC,Specimen Collection Location,Char,C74456,,,Record Qualifier,"Location relevant to the collection of the measurement. Examples: LUNG, VEIN, ARM, FOOT",Perm
Findings,MB,25,MBMETHOD,Method of Test or Examination,Char,C85492,,,Record Qualifier,"Method of the test or examination. Example: GRAM STAIN, MACRO BROTH DILUTION, AGAR DILUTION",Exp
Findings,MB,26,MBBLFL,Baseline Flag,Char,C66742,,,Record Qualifier,"Indicator used to identify a baseline value. The value should be ""Y"" or null.",Perm
Findings,MB,27,MBDRVFL,Derived Flag,Char,C66742,,,Record Qualifier,"Used to indicate a derived record. The value should be Y or null. Records that represent the average of other records or some other derivation, and those that do not come from the CRF, are examples of records that would be derived for the submission datasets. If MBDRVFL=Y, then MBORRES may be null with MBSTRESC and (if numeric) MBSTRESN having the derived value.",Perm
Findings,MB,28,VISITNUM,Visit Number,Num,,,,Timing,"1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.",Exp
Findings,MB,29,VISIT,Visit Name,Char,,,,Timing,1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.,Perm
Findings,MB,30,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of the visit based upon RFSTDTC in Demographics.,Perm
Findings,MB,31,MBDTC,Date/Time of Specimen Collection,Char,,,ISO 8601,Timing,,Exp
Findings,MB,32,MBDY,Study Day of MB Specimen Collection,Num,,,,Timing,"1. Study day of the specimen collection, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.",Perm
Findings,MB,33,MBTPT,Planned Time Point Name,Char,,,,Timing,"1. Text Description of time when specimen should be taken. 2. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See MBTPTNUM and MBTPTREF. Examples: Start, 5 min post.",Perm
Findings,MB,34,MBTPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of MBTPT to aid in sorting.,Perm
Findings,MB,35,MBELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601,Timing,"Planned elapsed time (in ISO 8601) relative to a planned fixed reference (MBTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by MBTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by MBTPTREF.",Perm
Findings,MB,36,MBTPTREF,Time Point Reference,Char,,,,Timing,"Name of the fixed reference point referred to by MBELTM, MBTPTNUM, and MBTPT. Example: PREVIOUS DOSE.",Perm
Findings,MB,37,MBRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601,Timing,"Date/time of the reference time point, MBTPTREF.",Perm
Findings,MS,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,MS,2,DOMAIN,Domain Abbreviation,Char,,MS,,Identifier,Two-character abbreviation for the domain.,Req
Findings,MS,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,MS,4,MSSEQ,Sequence Number,Num,,,,Identifier,Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,MS,5,MSGRPID,Group ID,Char,,,,Identifier,"Used to tie together a block of related records in a single domain to support relationships within the domain and between domains. In MS, used to link to organism in MB.",Req
Findings,MS,6,MSREFID,Reference ID,Char,,,,Identifier,Internal or external specimen identifier. Example: Specimen ID.,Perm
Findings,MS,7,MSSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database.,Perm
Findings,MS,8,MSTESTCD,Microbiology Organism Finding Short Name,Char,,,,Topic,"Short name of the measurement, test, or finding described in MSTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in MSTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g.""1TEST). MSTESTCD cannot contain characters other than letters, numbers, or underscores. Examples for GROWTH findings: EXTGROW, COLCOUNT. For SUSCEPTIBILITY findings, the test is the drug the organism was tested with, i.e. PENICLLN, AMOXCLLN.",Req
Findings,MS,9,MSTEST,Organism Test or Finding Name,Char,,,,Synonym Qualifier,"Verbatim name of the test or examination used to obtain the measurement or finding. Examples for GROWTH findings: Extent of Growth, Colony Count. Examples for SUSCEPTIBILITY findings: Amoxicillin Susceptibility, Penicillin Susceptibility",Req
Findings,MS,10,MSCAT,Category for Organism Findings,Char,,,,Grouping Qualifier,"Used to define a category of related records. Examples: GROWTH, SUSCEPTIBILITY.",Req
Findings,MS,11,MSSCAT,Subcategory for Organism Findings,Char,,,,Grouping Qualifier,"A further categorization of a test category. Examples: CULTURE, ISOLATE",Perm
Findings,MS,12,MSORRES,Result or Finding in Original Units,Char,,,,Result Qualifier,"Result of the Microbiology Organism measurement or finding as originally received or collected. Examples for GROWTH findings: GROWTH INTO 3RD QUADRANT. Examples for SUSCEPTIBLITY findings:.0080,.0023",Exp
Findings,MS,13,MSORRESU,Original Units,Char,C71620,,,Variable Qualifier,Original units in which the data were collected. The unit for MSORRES. Example: mcg/mL,Exp
Findings,MS,14,MSSTRESC,Character Result/Finding in Std Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from MSORRES in a standard format or standard units. MSSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in MSSTRESN. For example, if a test has results ""+3 MODERATE"", ""MOD"", and ""MODERATE"", and in MSORRES and these results effectively have the same meaning, they could be represented in standard format in MSSTRESC as ""MODERATE"".",Exp
Findings,MS,15,MSSTRESN,Numeric Result/Finding in Standard Units,Num,,,,Result Qualifier,Used for continuous or numeric results or findings in standard format; copied in numeric format from MSSTRESC. MSSTRESN should store all numeric test results or findings.,Exp
Findings,MS,16,MSSTRESU,Standard Units,Char,C71620,,,Variable Qualifier,Standardized unit used for MSSTRESC and MSSTRESN.,Exp
Findings,MS,17,MSRESCAT,Result Category,Char,C85495,,,Variable Qualifier,"Used to categorize the result of a finding in a standard format. Example for SUSCEPTIBILITY finding: SUSCEPTIBLE, INTERMEDIATE, RESISTANT, or UNKNOWN.",Exp
Findings,MS,18,MSSTAT,Completion Status,Char,C66789,,,Record Qualifier,"Used to indicate a test on an organism was not done, or a test was not performed. Should be null if a result exists in MSORRES or have a value of NOT DONE.",Perm
Findings,MS,19,MSREASND,Reason Test Not Done,Char,,,,Record Qualifier,Reason not done. Describes why a measurement or test was not performed. Used in conjunction with MSSTAT when value is NOT DONE. Example: SAMPLE LOST,Perm
Findings,MS,20,MSNAM,Vendor Name,Char,,,,Record Qualifier,Name or identifier of the laboratory or vendor that provided the test results.,Perm
Findings,MS,21,MSLOINC,LOINC Code,Char,,,,Synonym Qualifier,1. Dictionary-derived LOINC Code for MSTEST. 2. The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the define.xml external codelist attributes,Perm
Findings,MS,22,MSMETHOD,Method of Test or Examination,Char,C85492,,,Record Qualifier,"Method of the test or examination. Example: GRAM STAIN, MACRO BROTH DILUTION, AGAR DILUTION",Exp
Findings,MS,23,MSBLFL,Baseline Flag,Char,C66742,,,Record Qualifier,"Indicator used to identify a baseline value. The value should be ""Y"" or null.",Perm
Findings,MS,24,MSDRVFL,Derived Flag,Char,C66742,,,Record Qualifier,"Used to indicate a derived record. The value should be Y or null. Records that represent the average of other records or some other derivation, and those that do not come from the CRF, are examples of records that would be derived for the submission datasets. If MSDRVFL=Y, then MSORRES may be null, with MSSTRESC and (if numeric) MSSTRESN having the derived value.",Perm
Findings,MS,25,VISITNUM,Visit Number,Num,,,,Timing,"1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.",Exp
Findings,MS,26,VISIT,Visit Name,Char,,,,Timing,1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.,Perm
Findings,MS,27,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of the visit based upon RFSTDTC in Demographics.,Perm
Findings,MS,28,MSDTC,Date/Time of Test,Char,,,ISO 8601,Timing,,Perm
Findings,MS,29,MSDY,Study Day of Test,Num,,,,Timing,"1. Study day of the test, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.",Perm
Findings,MS,30,MSTPT,Planned Time Point Name,Char,,,,Timing,"1. Text Description of time when test should be done.  2. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See MSTPTNUM and MSTPTREF. Examples: Start, 5 min post.",Perm
Findings,MS,31,MSTPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of MSTPT to aid in sorting.,Perm
Findings,MS,32,MSELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601,Timing,"Elapsed time (in ISO 8601) relative to a planned fixed reference (MSTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by MSTPTREF, or ""P8H"" to represent the period of 8 hours after the reference point indicated by MSTPTREF.",Perm
Findings,MS,33,MSTPTREF,Time Point Reference,Char,,,,Timing,"Name of the fixed reference point referred to by MSELTM, MSTPTNUM, and MSTPT. Example: PREVIOUS DOSE.",Perm
Findings,MI,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,MI,2,DOMAIN,Domain Abbreviation,Char,,MI,,Identifier,Two-character abbreviation for the domain.,Req
Findings,MI,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,MI,4,MISEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,MI,5,MIGRPID,Group ID,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject. This is not the treatment group number.,Perm
Findings,MI,6,MIREFID,Reference ID,Char,,,,Identifier,Internal or external specimen identifier. Example: Specimen barcode number.,Perm
Findings,MI,7,MISPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number from the MI Findings page.,Perm
Findings,MI,8,MITESTCD,Microscopic Examination Short Name,Char,C89974,,,Topic,"Short name of the measurement, test, or examination described in MITEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in MITESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). MITESTCD cannot contain characters other than letters, numbers, or underscores. Examples: HER2, BRCA1, TTF1.",Req
Findings,MI,9,MITEST,Microscopic Examination Name,Char,C89973,,,Synonym Qualifier,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in MITEST cannot be longer than 40 characters. Examples: Human Epidermal Growth Factor Receptor 2, Breast Cancer Susceptibility Gene 1, Thyroid Transcription Factor 1.",Req
Findings,MI,10,MITSTDTL,Microscopic Examination Detail,Char,,,,Record Qualifier,"Further description of the test performed in producing the MI result. This would be used to represent specific attributes, such as intensity score or percentage of cells displaying presence of the biomarker or compound",Perm
Findings,MI,11,MICAT,Category for Microscopic Finding,Char,,,,Grouping Qualifier,Used to define a category of related records.,Perm
Findings,MI,12,MISCAT,Subcategory for Microscopic Finding,Char,,,,Grouping Qualifier,Used to define a further categorization of MICAT.,Perm
Findings,MI,13,MIORRES,Result or Finding in Original Units,Char,,,,Result Qualifier,Result of the histopathology measurement or finding as originally received or collected.,Exp
Findings,MI,14,MIORRESU,Original Units,Char,C71620,,,Variable Qualifier,Original unit for MIORRES.,Perm
Findings,MI,15,MISTRESC,Character Result/Finding in Standard Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from MIORRES in a standard format or standard units. MISTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in MISTRESN.",Exp
Findings,MI,16,MISTRESN,Numeric Result/Finding in Standard Units,Num,,,,Result Qualifier,Used for continuous or numeric results or findings in standard format; copied in numeric format from MISTRESC. MISTRESN should store all numeric test results or findings.,Perm
Findings,MI,17,MISTRESU,Standard Units,Char,C71620,,,Variable Qualifier,Standardized unit used for MISTRESC and MISTRESN.,Perm
Findings,MI,18,MIRESCAT,Result Category,Char,,,,Result Qualifier,Used to categorize the result of a finding.  Examples: MALIGNANT or BENIGN for tumor findings.,Perm
Findings,MI,19,MISTAT,Completion Status,Char,C66789,,,Record Qualifier,Used to indicate examination not done or result is missing. Should be null if a result exists in MIORRES or have a value of NOT DONE when MIORRES=NULL.,Perm
Findings,MI,20,MIREASND,Reason Not Done,Char,,,,Record Qualifier,"Reason not done. Used in conjunction with MISTAT when value is NOT DONE. Examples: SAMPLE AUTOLYZED, SPECIMEN LOST.",Perm
Findings,MI,21,MINAM,Laboratory/Vendor Name,Char,,,,Record Qualifier,"Name or identifier of the vendor (e.g., laboratory) that provided the test results.",Perm
Findings,MI,22,MISPEC,Specimen Material Type,Char,C78734,,,Record Qualifier,"Subject of the observation. Defines the type of specimen used for a measurement. Examples: TISSUE, BLOOD, BONE MARROW.",Req
Findings,MI,23,MISPCCND,Specimen Condition,Char,C78733,,,Variable Qualifier,Free or standardized text describing the condition of the specimen. Example: AUTOLYZED.,Exp
Findings,MI,24,MILOC,Specimen Collection Location,Char,C74456,,,Record Qualifier,"Location relevant to the collection of the specimen. Examples: LUNG, KNEE JOINT, ARM, THIGH.",Perm
Findings,MI,25,MILAT,Specimen Laterality within Subject,Char,C99073,,,Variable Qualifier,"Qualifier for laterality of the location of the specimen in MILOC. Examples: LEFT, RIGHT, BILATERAL.",Perm
Findings,MI,26,MIDIR,Specimen Directionality within Subject,Char,C99074,,,Variable Qualifier,"Qualifier for directionality of the location of the specimen in MILOC. Examples: DORSAL, PROXIMAL.",Perm
Findings,MI,27,MIMETHOD,Method of Test or Examination,Char,C85492,,,Record Qualifier,"Method of the test or examination. This could include the technique or type of staining used for the slides. Examples: IHC, Crystal Violet, Safranin, Trypan Blue, or Propidium Iodide.",Perm
Findings,MI,28,MIBLFL,Baseline Flag,Char,C66742,,,Record Qualifier,"Indicator used to identify a baseline value. The value should be ""Y"" or null.",Exp
Findings,MI,29,MIEVAL,Evaluator,Char,C78735,,,Record Qualifier,"Role of the person who provided the evaluation. Example: PATHOLOGIST, PEER REVIEW, SPONSOR PATHOLOGIST.",Perm
Findings,MI,30,VISITNUM,Visit Number,Num,,,,Timing,"1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.",Exp
Findings,MI,31,VISIT,Visit Name,Char,,,,Timing,1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.,Perm
Findings,MI,32,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of the visit based upon RFSTDTC in Demographics.,Perm
Findings,MI,33,MIDTC,Date/Time of Specimen Collection,Char,,,ISO 8601,Timing,"Date/time of specimen collection, in ISO 8601 format.",Exp
Findings,MI,34,MIDY,Study Day of Specimen Collection,Num,,,,Timing,"Study day of specimen collection, in integer days. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,MO,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,MO,2,DOMAIN,Domain Abbreviation,Char,,MO,,Identifier,Two-character abbreviation for the domain.,Req
Findings,MO,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,MO,4,MOSEQ,Sequence Number,Num,,,,Identifier,Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,MO,5,MOGRPID,Group ID,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject.,Perm
Findings,MO,6,MOREFID,Reference ID,Char,,,,Identifier,Internal or external procedure identifier.,Perm
Findings,MO,7,MOSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number from the procedure or test page.,Perm
Findings,MO,8,MOLNKID,Link ID,Char,,,,Identifier,Identifier used to link results of a procedure to the procedure performed.,Perm
Findings,MO,9,MOTESTCD,Test or Examination Short Name,Char,C114117,,,Topic,"Short name of the measurement, test, or examination described in MOTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in MOTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST""). MOTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: VOLUME, INTP",Req
Findings,MO,10,MOTEST,Test or Examination Name,Char,C114116,,,Synonym Qualifier,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in MOTEST cannot be longer than 40 characters. Examples: Volume, Interpretation",Req
Findings,MO,11,MOCAT,Category for Test,Char,,,,Grouping Qualifier,Used to categorize observations across subjects.,Perm
Findings,MO,12,MOSCAT,Subcategory for Test,Char,,,,Grouping Qualifier,A further categorization.,Perm
Findings,MO,13,MOPOS,Position of Subject,Char,C71148,,,Record Qualifier,"Position of the subject during a measurement or examination. Examples: SUPINE, STANDING, SITTING.",Perm
Findings,MO,14,MOORRES,Result or Finding in Original Units,Char,,,,Result Qualifier,Result of the procedure measurement or finding as originally received or collected.,Exp
Findings,MO,15,MOORRESU,Original Units,Char,C71620,,,Variable Qualifier,Original units in which the data were collected. The unit for MOORRES.,Perm
Findings,MO,16,MOSTRESC,Character Result/Finding in Std Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from MOORRES in a standard format or standard units. MOSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in MOSTRESN.",Exp
Findings,MO,17,MOSTRESN,Numeric Result/Finding in Standard Units,Num,,,,Result Qualifier,Used for continuous or numeric results or findings in standard format; copied in numeric format from MOSTRESC. MOSTRESN should store all numeric test results or findings.,Perm
Findings,MO,18,MOSTRESU,Standard Units,Char,C71620,,,Variable Qualifier,Standardized unit used for MOSTRESC or MOSTRESN.,Perm
Findings,MO,19,MOSTAT,Completion Status,Char,C66789,,,Record Qualifier,"Used to indicate a test was not done, or a measurement was not taken. Should be null if a result exists in MOORRES.",Perm
Findings,MO,20,MOREASND,Reason Test Not Performed,Char,,,,Record Qualifier,Describes why a measurement or test was not performed. Examples: BROKEN EQUIPMENT or SUBJECT REFUSED. Used in conjunction with MOSTAT when value is NOT DONE.,Perm
Findings,MO,21,MOXFN,External File Path,Char,,,,Record Qualifier,File path to the external file.,Perm
Findings,MO,22,MONAM,Vendor Name,Char,,,,Record Qualifier,Name or identifier of the laboratory or vendor who provided the test results.,Perm
Findings,MO,23,MOLOC,Location Used for Measurement,Char,C74456,,,Record Qualifier,"Location relevant to the collection of the measurement. Examples: BRAIN, KIDNEY, LIVER. etc.",Perm
Findings,MO,24,MOLAT,Specimen Laterality within Subject,Char,C99073,,,Variable Qualifier,"Qualifier for laterality of the specimen within the subject for paired specimens.  Examples: LEFT, RIGHT, BILATERAL.",Perm
Findings,MO,25,MODIR,Specimen Directionality within Subject,Char,C99074,,,Variable Qualifier,"Qualifier for directionality of the specimen within the subject.  Examples: DORSAL, PROXIMAL.",Perm
Findings,MO,26,MOPORTOT,Portion or Totality,Char,C99075,,,Variable Qualifier,"Qualifier for anatomical location or specimen further detailing the portion of totality which means arrangement of, or apportioning of. Examples: ENTIRE, PARTIAL",Perm
Findings,MO,27,MOMETHOD,Method of Procedure Test,Char,C85492,,,Record Qualifier,Method of the test or examination result.,Perm
Findings,MO,28,MOANMETH,Analysis Method,Char,,,,Record Qualifier,Analysis method applied to obtain a summarized result. Examples: STEREOLOGY,Perm
Findings,MO,29,MOBLFL,Baseline Flag,Char,C66742,,,Record Qualifier,"Indicator used to identify a baseline value. The value should be ""Y"" or null.",Exp
Findings,MO,30,MODRVFL,Derived Flag,Char,C66742,,,Record Qualifier,"Used to indicate a derived record. The value should be Y or null. Records that represent the average of other records, or that do not come from the CRF, or are not as originally collected or received are examples of records that would be derived for the submission datasets. If MODRVFL=Y, then MOORRES could be null, and (if numeric) MOSTRESN having the derived value.",Perm
Findings,MO,31,MOEVAL,Evaluator,Char,C78735,,,Record Qualifier,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Should be null for records that contain collected or derived data. Examples: INVESTIGATOR, ADJUDICATION COMMITTEE, VENDOR.",Perm
Findings,MO,32,VISITNUM,Visit Number,Num,,,,Timing,"1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.",Exp
Findings,MO,33,VISIT,Visit Name,Char,,,,Timing,1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.,Perm
Findings,MO,34,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of the visit based upon RFSTDTC in Demographics.,Perm
Findings,MO,35,MODTC,Date/Time of Test,Char,,,ISO 8601,Timing,Date of test.,Exp
Findings,MO,36,MODY,Study Day of Test,Num,,,,Timing,"1. Study day of the procedure or test, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.",Perm
Findings,MO,37,MOTPT,Planned Time Point Name,Char,,,,Timing,"1. Text Description of time when measurement should be taken. 2. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See MOTPTNUM and MOTPTREF. Examples: Start, 5 min post.",Perm
Findings,MO,38,MOTPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of MOTPT to aid in sorting.,Perm
Findings,MO,39,MOELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601,Timing,"Planned elapsed time (in ISO 8601) relative to a fixed time point reference (MOTPTREF). Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by MOTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by MOTPTREF.",Perm
Findings,MO,40,MOTPTREF,Time Point Reference,Char,,,,Timing,"Name of the fixed reference point referred to by MOELTM, MOTPTNUM, and MOTPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.",Perm
Findings,MO,41,MORFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601,Timing,"Date/time of the reference time point, MOTPTREF.",Perm
Findings,PC,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,PC,2,DOMAIN,Domain Abbreviation,Char,,PC,,Identifier,Two-character abbreviation for the domain.,Req
Findings,PC,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Unique subject identifier within the submission.,Req
Findings,PC,4,PCSEQ,Sequence Number,Num,,,,Identifier,Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,PC,5,PCGRPID,Group ID,Char,,,,Identifier,Used to tie together a block of related records in a single domain to support relationships within the domain and between domains.,Perm
Findings,PC,6,PCREFID,Reference ID,Char,,,,Identifier,Internal or external specimen identifier. Example: Specimen ID.,Perm
Findings,PC,7,PCSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference number.,Perm
Findings,PC,8,PCTESTCD,Pharmacokinetic Test Short Name,Char,,,,Topic,"Short name of the analyte or specimen characteristic. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in PCTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST""). PCTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ASA, VOL, SPG.",Req
Findings,PC,9,PCTEST,Pharmacokinetic Test Name,Char,,,,Synonym Qualifier,"Name of the analyte or specimen characteristic. Note any test normally performed by a clinical laboratory is considered a lab test. The value in PCTEST cannot be longer than 40 characters. Examples: Acetylsalicylic Acid, Volume, Specific Gravity.",Req
Findings,PC,10,PCCAT,Test Category,Char,,,,Grouping Qualifier,"Used to define a category of related records. Examples: ANALYTE, SPECIMEN PROPERTY.",Perm
Findings,PC,11,PCSCAT,Test Subcategory,Char,,,,Grouping Qualifier,A further categorization of a test category.,Perm
Findings,PC,12,PCORRES,Result or Finding in Original Units,Char,,,,Result Qualifier,Result of the measurement or finding as originally received or collected.,Exp
Findings,PC,13,PCORRESU,Original Units,Char,C71620,,,Variable Qualifier,Original units in which the data were collected. The unit for PCORRES. Example: mg/L.,Exp
Findings,PC,14,PCSTRESC,Character Result/Finding in Standard Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from PCORRES in a standard format or standard units. PCSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in PCSTRESN. For example, if a test has results ""NONE"", ""NEG"", and ""NEGATIVE"" in PCORRES and these results effectively have the same meaning, they could be represented in standard format in PCSTRESC as ""NEGATIVE"". For other examples, see general assumptions.",Exp
Findings,PC,15,PCSTRESN,Numeric Result/Finding in Standard Units,Num,,,,Result Qualifier,Used for continuous or numeric results or findings in standard format; copied in numeric format from PCSTRESC. PCSTRESN should store all numeric test results or findings.,Exp
Findings,PC,16,PCSTRESU,Standard Units,Char,C71620,,,Variable Qualifier,Standardized unit used for PCSTRESC and PCSTRESN.,Exp
Findings,PC,17,PCSTAT,Completion Status,Char,C66789,,,Record Qualifier,Used to indicate a result was not obtained. Should be null if a result exists in PCORRES.,Perm
Findings,PC,18,PCREASND,Reason Test Not Done,Char,,,,Record Qualifier,Describes why a result was not obtained such as SPECIMEN LOST. Used in conjunction with PCSTAT when value is NOT DONE.,Perm
Findings,PC,19,PCNAM,Vendor Name,Char,,,,Record Qualifier,Name or identifier of the laboratory or vendor who provides the test results.,Exp
Findings,PC,20,PCSPEC,Specimen Material Type,Char,C78734,,,Record Qualifier,"Defines the type of specimen used for a measurement. Examples: SERUM, PLASMA, URINE.",Exp
Findings,PC,21,PCSPCCND,Specimen Condition,Char,C78733,,,Record Qualifier,"Free or standardized text describing the condition of the specimen e.g. HEMOLYZED, ICTERIC, LIPEMIC etc.",Perm
Findings,PC,22,PCMETHOD,Method of Test or Examination,Char,C85492,,,Record Qualifier,"Method of the test or examination. Examples include HPLC/MS, ELISA. This should contain sufficient information and granularity to allow differentiation of various methods that might have been used within a study.",Perm
Findings,PC,23,PCFAST,Fasting Status,Char,C66742,,,Record Qualifier,Indicator used to identify fasting status.,Perm
Findings,PC,24,PCDRVFL,Derived Flag,Char,C66742,,,Record Qualifier,"Used to indicate a derived record. The value should be Y or null. Records that represent the average of other records, which do not come from the CRF, are examples of records that would be derived for the submission datasets. If PCDRVFL=Y, then PCORRES may be null with PCSTRESC, and (if numeric) PCSTRESN having the derived value.",Perm
Findings,PC,25,PCLLOQ,Lower Limit of Quantitation,Num,,,,Variable Qualifier,Indicates the lower limit of quantitation for an assay. Units should be those used in PCSTRESU.,Exp
Findings,PC,26,PCULOQ,Upper Limit of Quantitation,Num,,,,Variable Qualifier,Indicates the upper limit of quantitation for an assay. Units should be those used in PCSTRESU.,Perm
Findings,PC,27,VISITNUM,Visit Number,Num,,,,Timing,"1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.",Exp
Findings,PC,28,VISIT,Visit Name,Char,,,,Timing,1. Protocol-defined description of clinical encounter 2. May be used in addition to VISITNUM and/or VISITDY,Perm
Findings,PC,29,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of the visit based upon RFSTDTC in Demographics.,Perm
Findings,PC,30,PCDTC,Date/Time of Specimen Collection,Char,,,ISO 8601,Timing,"Date/time of specimen collection represented in ISO 8601 character format. If there is no end time, then this will be the collection time.",Exp
